InvoiceID,CustomerID,ProductID,Quantity,UnitPrice,TotalAmount,InvoiceDate,EmployeeID,VendorID,DepartmentID,PaymentStatus
INV100252,CUST0022,PROD006,1,167.77,167.77,2024-07-03,EMP037,VEND001,DEPT02,Overdue
INV100253,CUST0084,PROD004,7,946.26,6623.82,2024-08-24,EMP050,VEND005,DEPT02,Paid
INV100254,CUST0064,PROD005,8,405.07,3240.56,2025-02-02,EMP042,VEND003,DEPT03,Pending
INV100255,CUST0039,PROD008,3,687.43,2062.29,2024-11-28,EMP005,VEND001,DEPT03,Pending
INV100256,CUST0060,PROD004,3,503.24,1509.72,2024-08-17,EMP022,VEND005,DEPT06,Overdue
INV100257,CUST0094,PROD006,6,796.72,4780.32,2024-06-18,EMP026,VEND002,DEPT02,Paid
INV100258,CUST0041,PROD004,5,701.91,3509.55,2025-01-11,EMP030,VEND001,DEPT03,Unpaid
INV100259,CUST0013,PROD001,10,656.3,6563.0,2025-01-15,EMP019,VEND004,DEPT02,Unpaid
INV100260,CUST0042,PROD006,8,1494.16,11953.28,2025-04-14,EMP013,VEND002,DEPT03,Pending
INV100261,CUST0064,PROD005,2,1420.59,2841.18,2024-11-03,EMP032,VEND001,DEPT05,Pending
INV100262,CUST0031,PROD004,1,123.28,123.28,2024-10-31,EMP038,VEND003,DEPT05,Pending
INV100263,CUST0077,PROD008,1,1278.4,1278.4,2024-06-02,EMP019,VEND005,DEPT02,Pending
INV100264,CUST0018,PROD005,7,580.61,4064.27,2024-05-18,EMP047,VEND003,DEPT03,Pending
INV100265,CUST0007,PROD004,5,156.62,783.1,2024-10-09,EMP024,VEND005,DEPT03,Pending
INV100266,CUST0098,PROD005,2,236.56,473.12,2024-08-29,EMP040,VEND005,DEPT01,Paid
INV100267,CUST0051,PROD006,6,1144.7,6868.2,2024-08-03,EMP022,VEND005,DEPT06,Unpaid
INV100268,CUST0078,PROD007,1,106.43,106.43,2024-06-06,EMP033,VEND001,DEPT05,Overdue
INV100269,CUST0061,PROD008,9,252.68,2274.12,2025-04-21,EMP010,VEND005,DEPT01,Overdue
INV100270,CUST0021,PROD007,10,537.74,5377.4,2025-03-05,EMP040,VEND003,DEPT01,Pending
INV100271,CUST0091,PROD005,6,530.3,3181.8,2024-11-30,EMP031,VEND001,DEPT06,Paid
INV100272,CUST0054,PROD005,10,738.16,7381.6,2025-04-16,EMP047,VEND001,DEPT03,Unpaid
INV100273,CUST0093,PROD001,3,810.14,2430.42,2025-05-04,EMP038,VEND004,DEPT05,Pending
INV100274,CUST0019,PROD004,2,326.64,653.28,2025-01-05,EMP003,VEND005,DEPT04,Pending
INV100275,CUST0041,PROD007,4,645.05,2580.2,2024-08-10,EMP010,VEND004,DEPT01,Pending
INV100276,CUST0095,PROD001,9,350.65,3155.85,2024-05-18,EMP046,VEND002,DEPT03,Overdue
INV100277,CUST0085,PROD008,6,1437.19,8623.14,2025-02-04,EMP034,VEND004,DEPT02,Pending
INV100278,CUST0069,PROD006,5,934.61,4673.05,2024-10-23,EMP035,VEND003,DEPT02,Unpaid
INV100279,CUST0032,PROD005,4,1415.15,5660.6,2024-12-28,EMP036,VEND003,DEPT03,Overdue
INV100280,CUST0099,PROD005,8,509.71,4077.68,2025-04-04,EMP046,VEND002,DEPT03,Overdue
INV100281,CUST0072,PROD005,10,1031.1,10311.0,2024-07-09,EMP019,VEND001,DEPT02,Pending
INV100282,CUST0051,PROD006,5,111.0,555.0,2024-12-04,EMP050,VEND002,DEPT02,Paid
INV100283,CUST0045,PROD008,8,360.28,2882.24,2024-12-22,EMP042,VEND003,DEPT03,Overdue
INV100284,CUST0072,PROD005,10,1124.29,11242.9,2024-10-30,EMP009,VEND001,DEPT06,Unpaid
INV100285,CUST0032,PROD001,4,975.02,3900.08,2024-06-06,EMP043,VEND005,DEPT04,Paid
INV100286,CUST0013,PROD007,2,1037.73,2075.46,2024-09-08,EMP022,VEND004,DEPT06,Unpaid
INV100287,CUST0001,PROD003,8,993.28,7946.24,2024-09-02,EMP027,VEND004,DEPT05,Overdue
INV100288,CUST0042,PROD005,2,995.83,1991.66,2025-01-04,EMP042,VEND001,DEPT03,Unpaid
INV100289,CUST0069,PROD001,3,1404.19,4212.57,2025-03-13,EMP012,VEND004,DEPT05,Paid
INV100290,CUST0051,PROD008,1,63.44,63.44,2024-09-01,EMP012,VEND003,DEPT05,Paid
INV100291,CUST0043,PROD005,9,766.17,6895.53,2025-01-12,EMP030,VEND005,DEPT03,Unpaid
INV100292,CUST0065,PROD008,2,529.49,1058.98,2024-08-17,EMP018,VEND002,DEPT04,Pending
INV100293,CUST0083,PROD005,1,1118.1,1118.1,2025-04-14,EMP046,VEND002,DEPT03,Overdue
INV100294,CUST0073,PROD004,7,1249.14,8743.98,2025-02-25,EMP012,VEND005,DEPT05,Overdue
INV100295,CUST0012,PROD007,3,1473.44,4420.32,2024-11-21,EMP043,VEND001,DEPT04,Pending
INV100296,CUST0042,PROD004,7,391.51,2740.57,2024-10-17,EMP001,VEND003,DEPT04,Overdue
INV100297,CUST0043,PROD005,1,429.25,429.25,2024-08-27,EMP038,VEND005,DEPT05,Overdue
INV100298,CUST0089,PROD004,8,494.87,3958.96,2024-08-30,EMP004,VEND001,DEPT05,Pending
INV100299,CUST0088,PROD005,5,582.94,2914.7,2025-04-24,EMP045,VEND001,DEPT01,Unpaid
INV100300,CUST0029,PROD003,8,1134.22,9073.76,2024-09-28,EMP031,VEND002,DEPT06,Overdue
INV100301,CUST0054,PROD008,4,1154.7,4618.8,2024-11-08,EMP049,VEND005,DEPT01,Paid
INV100302,CUST0068,PROD008,2,1380.0,2760.0,2025-04-30,EMP034,VEND003,DEPT02,Paid
INV100303,CUST0008,PROD004,3,288.58,865.74,2024-12-30,EMP037,VEND005,DEPT02,Pending
INV100304,CUST0015,PROD004,8,181.87,1454.96,2024-11-18,EMP046,VEND005,DEPT03,Pending
INV100305,CUST0008,PROD008,7,712.36,4986.52,2024-10-02,EMP009,VEND005,DEPT06,Paid
INV100306,CUST0072,PROD008,1,624.13,624.13,2024-07-11,EMP044,VEND003,DEPT01,Paid
INV100307,CUST0096,PROD004,1,664.36,664.36,2024-09-13,EMP038,VEND001,DEPT05,Paid
INV100308,CUST0070,PROD001,1,466.28,466.28,2025-02-04,EMP005,VEND004,DEPT03,Unpaid
INV100309,CUST0099,PROD003,6,1489.64,8937.84,2024-12-18,EMP050,VEND004,DEPT02,Pending
INV100310,CUST0058,PROD007,9,242.84,2185.56,2025-02-06,EMP025,VEND001,DEPT05,Overdue
INV100311,CUST0016,PROD003,9,234.65,2111.85,2024-07-17,EMP035,VEND004,DEPT02,Unpaid
INV100312,CUST0001,PROD001,9,664.99,5984.91,2024-11-21,EMP020,VEND004,DEPT04,Pending
INV100313,CUST0030,PROD004,3,449.69,1349.07,2025-04-08,EMP030,VEND003,DEPT03,Paid
INV100314,CUST0005,PROD007,4,348.82,1395.28,2024-10-11,EMP040,VEND001,DEPT01,Paid
INV100315,CUST0077,PROD001,1,404.86,404.86,2025-01-14,EMP029,VEND005,DEPT06,Paid
INV100316,CUST0052,PROD008,4,1143.86,4575.44,2024-06-17,EMP015,VEND005,DEPT03,Paid
INV100317,CUST0018,PROD005,6,887.34,5324.04,2025-04-25,EMP015,VEND005,DEPT03,Overdue
INV100318,CUST0031,PROD005,4,649.66,2598.64,2024-12-12,EMP010,VEND005,DEPT01,Overdue
INV100319,CUST0008,PROD003,9,768.65,6917.85,2024-07-30,EMP041,VEND004,DEPT05,Overdue
INV100320,CUST0083,PROD007,7,641.98,4493.86,2024-06-30,EMP034,VEND003,DEPT02,Overdue
INV100321,CUST0049,PROD003,8,399.4,3195.2,2024-11-21,EMP049,VEND005,DEPT01,Unpaid
INV100322,CUST0039,PROD003,9,648.38,5835.42,2024-11-22,EMP030,VEND001,DEPT03,Pending
INV100323,CUST0072,PROD003,5,344.84,1724.2,2024-06-07,EMP025,VEND002,DEPT05,Paid
INV100324,CUST0058,PROD006,4,124.73,498.92,2025-05-02,EMP006,VEND005,DEPT05,Pending
INV100325,CUST0087,PROD001,10,1100.24,11002.4,2025-04-03,EMP005,VEND002,DEPT03,Unpaid
INV100326,CUST0062,PROD004,1,357.12,357.12,2024-10-19,EMP022,VEND003,DEPT06,Unpaid
INV100327,CUST0095,PROD002,4,1058.66,4234.64,2024-06-15,EMP048,VEND004,DEPT02,Unpaid
INV100328,CUST0051,PROD004,5,601.96,3009.8,2025-03-04,EMP036,VEND003,DEPT03,Overdue
INV100329,CUST0040,PROD005,8,725.71,5805.68,2024-11-02,EMP024,VEND005,DEPT03,Pending
INV100330,CUST0098,PROD006,6,650.2,3901.2,2025-01-21,EMP014,VEND003,DEPT06,Unpaid
INV100331,CUST0095,PROD003,9,1405.4,12648.6,2024-11-06,EMP002,VEND003,DEPT05,Pending
INV100332,CUST0038,PROD003,4,600.77,2403.08,2024-08-12,EMP013,VEND003,DEPT03,Unpaid
INV100333,CUST0064,PROD006,8,718.2,5745.6,2025-03-05,EMP017,VEND004,DEPT03,Overdue
INV100334,CUST0022,PROD003,8,316.87,2534.96,2025-04-27,EMP047,VEND005,DEPT03,Paid
INV100335,CUST0068,PROD001,1,647.97,647.97,2024-08-01,EMP005,VEND001,DEPT03,Unpaid
INV100336,CUST0009,PROD003,9,711.21,6400.89,2024-11-21,EMP001,VEND002,DEPT04,Paid
INV100337,CUST0080,PROD008,1,59.59,59.59,2024-09-21,EMP043,VEND004,DEPT04,Pending
INV100338,CUST0002,PROD001,9,1467.35,13206.15,2025-04-06,EMP034,VEND003,DEPT02,Paid
INV100339,CUST0065,PROD007,2,810.36,1620.72,2024-11-06,EMP012,VEND001,DEPT05,Unpaid
INV100340,CUST0025,PROD005,7,164.58,1152.06,2025-03-21,EMP023,VEND003,DEPT06,Pending
INV100341,CUST0059,PROD004,5,1041.86,5209.3,2025-03-16,EMP045,VEND002,DEPT01,Paid
INV100342,CUST0084,PROD001,7,596.9,4178.3,2024-08-13,EMP006,VEND004,DEPT05,Pending
INV100343,CUST0008,PROD001,2,774.79,1549.58,2025-02-17,EMP045,VEND002,DEPT01,Pending
INV100344,CUST0083,PROD006,9,1382.77,12444.93,2024-10-02,EMP037,VEND001,DEPT02,Unpaid
INV100345,CUST0028,PROD008,2,1042.42,2084.84,2025-04-10,EMP018,VEND001,DEPT04,Overdue
INV100346,CUST0070,PROD001,1,1444.13,1444.13,2024-11-05,EMP012,VEND003,DEPT05,Unpaid
INV100347,CUST0097,PROD007,3,867.74,2603.22,2025-02-28,EMP005,VEND003,DEPT03,Pending
INV100348,CUST0087,PROD006,2,776.15,1552.3,2024-08-15,EMP025,VEND002,DEPT05,Overdue
INV100349,CUST0007,PROD002,2,543.86,1087.72,2024-08-21,EMP028,VEND002,DEPT01,Pending
INV100350,CUST0100,PROD006,8,761.38,6091.04,2024-12-04,EMP002,VEND003,DEPT05,Overdue
INV100351,CUST0071,PROD007,10,1007.97,10079.7,2025-05-04,EMP028,VEND002,DEPT01,Paid
INV100352,CUST0099,PROD005,2,438.56,877.12,2024-10-30,EMP016,VEND001,DEPT01,Pending
INV100353,CUST0092,PROD003,6,573.02,3438.12,2024-06-27,EMP048,VEND004,DEPT02,Paid
INV100354,CUST0001,PROD005,5,198.24,991.2,2024-11-17,EMP029,VEND003,DEPT06,Paid
INV100355,CUST0024,PROD007,9,793.04,7137.36,2024-09-07,EMP029,VEND005,DEPT06,Paid
INV100356,CUST0004,PROD002,2,915.54,1831.08,2024-11-22,EMP023,VEND005,DEPT06,Overdue
INV100357,CUST0050,PROD001,7,1179.8,8258.6,2024-11-18,EMP019,VEND004,DEPT02,Unpaid
INV100358,CUST0074,PROD003,3,251.32,753.96,2024-10-17,EMP044,VEND004,DEPT01,Overdue
INV100359,CUST0035,PROD008,3,680.28,2040.84,2024-08-29,EMP010,VEND001,DEPT01,Pending
INV100360,CUST0039,PROD008,5,1419.12,7095.6,2024-07-12,EMP005,VEND003,DEPT03,Pending
INV100361,CUST0077,PROD004,3,491.75,1475.25,2025-01-14,EMP030,VEND001,DEPT03,Pending
INV100362,CUST0043,PROD007,6,674.39,4046.34,2024-11-29,EMP022,VEND004,DEPT06,Unpaid
INV100363,CUST0039,PROD006,8,505.57,4044.56,2024-07-28,EMP039,VEND002,DEPT05,Pending
INV100364,CUST0041,PROD005,10,1183.86,11838.6,2025-02-11,EMP048,VEND004,DEPT02,Overdue
INV100365,CUST0049,PROD005,2,1401.5,2803.0,2024-05-19,EMP026,VEND003,DEPT02,Unpaid
INV100366,CUST0076,PROD003,1,1431.86,1431.86,2025-01-31,EMP044,VEND005,DEPT01,Pending
INV100367,CUST0091,PROD004,2,1237.5,2475.0,2025-01-17,EMP029,VEND003,DEPT06,Pending
INV100368,CUST0087,PROD008,4,416.39,1665.56,2025-02-24,EMP009,VEND003,DEPT06,Unpaid
INV100369,CUST0092,PROD007,8,1486.52,11892.16,2024-09-22,EMP025,VEND001,DEPT05,Pending
INV100370,CUST0075,PROD007,7,838.29,5868.03,2025-01-01,EMP035,VEND005,DEPT02,Overdue
INV100371,CUST0090,PROD002,6,291.19,1747.14,2025-02-28,EMP007,VEND002,DEPT01,Paid
INV100372,CUST0073,PROD007,7,203.62,1425.34,2025-04-27,EMP049,VEND003,DEPT01,Paid
INV100373,CUST0034,PROD004,9,891.75,8025.75,2024-11-01,EMP033,VEND005,DEPT05,Unpaid
INV100374,CUST0058,PROD006,10,1051.13,10511.3,2024-05-17,EMP026,VEND004,DEPT02,Unpaid
INV100375,CUST0045,PROD001,5,653.16,3265.8,2024-11-03,EMP031,VEND001,DEPT06,Paid
INV100376,CUST0015,PROD003,6,710.23,4261.38,2024-12-06,EMP023,VEND003,DEPT06,Unpaid
INV100377,CUST0067,PROD008,2,685.34,1370.68,2025-03-18,EMP023,VEND004,DEPT06,Pending
INV100378,CUST0041,PROD002,2,82.75,165.5,2025-03-19,EMP020,VEND001,DEPT04,Overdue
INV100379,CUST0083,PROD002,4,798.19,3192.76,2024-10-12,EMP044,VEND002,DEPT01,Unpaid
INV100380,CUST0043,PROD007,7,963.15,6742.05,2024-11-12,EMP030,VEND002,DEPT03,Unpaid
INV100381,CUST0082,PROD007,10,1330.49,13304.9,2024-10-18,EMP026,VEND001,DEPT02,Pending
INV100382,CUST0076,PROD007,4,348.39,1393.56,2025-01-23,EMP025,VEND001,DEPT05,Paid
INV100383,CUST0074,PROD002,6,522.68,3136.08,2024-10-01,EMP035,VEND002,DEPT02,Pending
INV100384,CUST0015,PROD005,9,1450.58,13055.22,2024-12-29,EMP043,VEND004,DEPT04,Overdue
INV100385,CUST0077,PROD007,10,215.64,2156.4,2024-06-29,EMP040,VEND004,DEPT01,Overdue
INV100386,CUST0059,PROD003,10,905.74,9057.4,2024-10-22,EMP044,VEND003,DEPT01,Unpaid
INV100387,CUST0041,PROD002,2,315.41,630.82,2025-04-23,EMP016,VEND003,DEPT01,Unpaid
INV100388,CUST0066,PROD007,3,883.47,2650.41,2024-09-04,EMP027,VEND005,DEPT05,Pending
INV100389,CUST0024,PROD008,3,854.62,2563.86,2025-01-12,EMP041,VEND005,DEPT05,Pending
INV100390,CUST0037,PROD003,8,948.14,7585.12,2024-12-27,EMP012,VEND003,DEPT05,Overdue
INV100391,CUST0002,PROD008,7,1447.55,10132.85,2025-03-11,EMP009,VEND002,DEPT06,Pending
INV100392,CUST0053,PROD008,8,292.52,2340.16,2025-03-11,EMP027,VEND004,DEPT05,Paid
INV100393,CUST0098,PROD004,5,376.02,1880.1,2025-03-14,EMP019,VEND001,DEPT02,Overdue
INV100394,CUST0022,PROD008,9,790.67,7116.03,2024-09-20,EMP037,VEND004,DEPT02,Paid
INV100395,CUST0035,PROD006,8,842.21,6737.68,2024-08-27,EMP035,VEND001,DEPT02,Pending
INV100396,CUST0014,PROD004,8,431.08,3448.64,2025-01-22,EMP020,VEND001,DEPT04,Paid
INV100397,CUST0057,PROD002,4,1225.52,4902.08,2025-02-05,EMP050,VEND002,DEPT02,Overdue
INV100398,CUST0091,PROD007,3,1188.03,3564.09,2025-03-19,EMP011,VEND005,DEPT06,Unpaid
INV100399,CUST0008,PROD006,10,831.21,8312.1,2024-05-17,EMP035,VEND003,DEPT02,Overdue
INV100400,CUST0091,PROD005,5,1430.98,7154.9,2024-05-29,EMP019,VEND005,DEPT02,Paid
INV100401,CUST0018,PROD007,3,1067.07,3201.21,2024-12-21,EMP004,VEND003,DEPT05,Unpaid
INV100402,CUST0032,PROD003,4,1154.14,4616.56,2025-04-06,EMP046,VEND003,DEPT03,Pending
INV100403,CUST0063,PROD003,7,594.0,4158.0,2025-05-04,EMP037,VEND003,DEPT02,Paid
INV100404,CUST0082,PROD002,5,1057.32,5286.6,2025-02-01,EMP026,VEND005,DEPT02,Overdue
INV100405,CUST0059,PROD008,1,1309.92,1309.92,2024-10-09,EMP021,VEND005,DEPT01,Paid
INV100406,CUST0094,PROD008,2,1203.73,2407.46,2024-06-09,EMP041,VEND003,DEPT05,Pending
INV100407,CUST0028,PROD007,5,518.15,2590.75,2024-12-21,EMP014,VEND004,DEPT06,Overdue
INV100408,CUST0044,PROD003,6,1346.52,8079.12,2025-03-19,EMP037,VEND004,DEPT02,Paid
INV100409,CUST0006,PROD002,1,230.14,230.14,2024-10-13,EMP041,VEND004,DEPT05,Unpaid
INV100410,CUST0057,PROD008,4,1493.76,5975.04,2025-01-13,EMP001,VEND004,DEPT04,Unpaid
INV100411,CUST0084,PROD005,2,999.15,1998.3,2025-03-30,EMP011,VEND003,DEPT06,Overdue
INV100412,CUST0011,PROD006,1,624.7,624.7,2024-05-20,EMP043,VEND002,DEPT04,Overdue
INV100413,CUST0093,PROD004,2,51.58,103.16,2025-02-19,EMP028,VEND001,DEPT01,Pending
INV100414,CUST0010,PROD003,9,1035.97,9323.73,2024-08-19,EMP038,VEND002,DEPT05,Paid
INV100415,CUST0002,PROD006,3,742.67,2228.01,2024-09-18,EMP008,VEND004,DEPT06,Unpaid
INV100416,CUST0050,PROD002,2,504.36,1008.72,2024-06-26,EMP047,VEND001,DEPT03,Overdue
INV100417,CUST0018,PROD007,3,149.2,447.6,2024-11-14,EMP050,VEND002,DEPT02,Paid
INV100418,CUST0079,PROD003,4,960.72,3842.88,2024-11-27,EMP029,VEND003,DEPT06,Unpaid
INV100419,CUST0053,PROD008,2,253.02,506.04,2025-02-18,EMP014,VEND001,DEPT06,Paid
INV100420,CUST0076,PROD007,6,1197.06,7182.36,2024-07-05,EMP023,VEND004,DEPT06,Unpaid
INV100421,CUST0036,PROD002,10,920.01,9200.1,2024-06-01,EMP016,VEND005,DEPT01,Overdue
INV100422,CUST0100,PROD001,4,800.74,3202.96,2025-03-18,EMP043,VEND003,DEPT04,Unpaid
INV100423,CUST0096,PROD007,4,767.59,3070.36,2024-12-16,EMP019,VEND001,DEPT02,Paid
INV100424,CUST0031,PROD008,2,816.02,1632.04,2024-07-31,EMP041,VEND005,DEPT05,Paid
INV100425,CUST0047,PROD006,10,660.25,6602.5,2025-04-03,EMP009,VEND004,DEPT06,Unpaid
INV100426,CUST0098,PROD008,1,901.68,901.68,2024-06-25,EMP050,VEND001,DEPT02,Paid
INV100427,CUST0034,PROD004,7,784.59,5492.13,2024-10-19,EMP003,VEND001,DEPT04,Pending
INV100428,CUST0055,PROD007,9,943.27,8489.43,2024-08-04,EMP006,VEND005,DEPT05,Overdue
INV100429,CUST0011,PROD005,4,1462.75,5851.0,2024-08-05,EMP006,VEND005,DEPT05,Unpaid
INV100430,CUST0069,PROD006,2,499.75,999.5,2024-05-07,EMP026,VEND005,DEPT02,Pending
INV100431,CUST0094,PROD004,2,1390.71,2781.42,2025-02-22,EMP004,VEND002,DEPT05,Paid
INV100432,CUST0059,PROD001,2,68.36,136.72,2025-03-29,EMP020,VEND002,DEPT04,Unpaid
INV100433,CUST0090,PROD001,6,808.36,4850.16,2025-01-07,EMP011,VEND004,DEPT06,Overdue
INV100434,CUST0022,PROD006,2,1168.57,2337.14,2024-06-30,EMP009,VEND003,DEPT06,Paid
INV100435,CUST0043,PROD007,2,431.28,862.56,2024-10-12,EMP018,VEND005,DEPT04,Paid
INV100436,CUST0064,PROD008,1,774.43,774.43,2024-09-07,EMP033,VEND003,DEPT05,Unpaid
INV100437,CUST0048,PROD003,10,1027.47,10274.7,2024-12-05,EMP017,VEND001,DEPT03,Paid
INV100438,CUST0030,PROD001,4,116.67,466.68,2024-12-23,EMP003,VEND001,DEPT04,Overdue
INV100439,CUST0050,PROD003,9,1214.52,10930.68,2024-10-06,EMP012,VEND001,DEPT05,Pending
INV100440,CUST0029,PROD006,6,443.32,2659.92,2024-08-03,EMP016,VEND004,DEPT01,Paid
INV100441,CUST0074,PROD006,1,310.05,310.05,2025-03-09,EMP008,VEND005,DEPT06,Paid
INV100442,CUST0052,PROD002,5,524.59,2622.95,2024-07-15,EMP030,VEND003,DEPT03,Pending
INV100443,CUST0002,PROD006,10,1187.54,11875.4,2024-09-21,EMP013,VEND003,DEPT03,Unpaid
INV100444,CUST0060,PROD006,4,1112.07,4448.28,2024-10-27,EMP038,VEND004,DEPT05,Unpaid
INV100445,CUST0020,PROD001,4,835.24,3340.96,2024-07-29,EMP027,VEND001,DEPT05,Paid
INV100446,CUST0043,PROD001,5,200.73,1003.65,2024-11-29,EMP049,VEND004,DEPT01,Unpaid
INV100447,CUST0054,PROD008,5,184.89,924.45,2024-11-30,EMP004,VEND002,DEPT05,Unpaid
INV100448,CUST0067,PROD007,8,1463.1,11704.8,2025-05-02,EMP045,VEND003,DEPT01,Paid
INV100449,CUST0075,PROD002,7,158.5,1109.5,2024-08-20,EMP033,VEND002,DEPT05,Paid
INV100450,CUST0056,PROD003,5,1283.82,6419.1,2025-04-26,EMP016,VEND003,DEPT01,Pending
INV100451,CUST0090,PROD006,5,388.74,1943.7,2024-12-30,EMP021,VEND004,DEPT01,Unpaid
INV100452,CUST0018,PROD002,3,701.87,2105.61,2024-08-12,EMP010,VEND001,DEPT01,Overdue
INV100453,CUST0053,PROD002,4,705.28,2821.12,2024-11-27,EMP035,VEND003,DEPT02,Pending
INV100454,CUST0034,PROD002,5,1248.26,6241.3,2025-01-10,EMP006,VEND002,DEPT05,Paid
INV100455,CUST0028,PROD006,4,1454.18,5816.72,2025-01-31,EMP010,VEND001,DEPT01,Pending
INV100456,CUST0066,PROD001,5,1239.13,6195.65,2024-05-21,EMP044,VEND003,DEPT01,Unpaid
INV100457,CUST0004,PROD007,9,412.29,3710.61,2024-12-11,EMP029,VEND005,DEPT06,Pending
INV100458,CUST0014,PROD003,1,1254.04,1254.04,2024-11-01,EMP008,VEND001,DEPT06,Unpaid
INV100459,CUST0017,PROD004,2,894.37,1788.74,2025-03-30,EMP026,VEND003,DEPT02,Overdue
INV100460,CUST0010,PROD001,8,1223.48,9787.84,2024-08-16,EMP005,VEND002,DEPT03,Paid
INV100461,CUST0043,PROD002,1,293.58,293.58,2025-02-20,EMP003,VEND004,DEPT04,Pending
INV100462,CUST0093,PROD007,7,1040.66,7284.62,2024-12-12,EMP032,VEND001,DEPT05,Unpaid
INV100463,CUST0046,PROD004,5,696.72,3483.6,2024-09-09,EMP012,VEND003,DEPT05,Unpaid
INV100464,CUST0005,PROD004,8,647.39,5179.12,2024-12-23,EMP042,VEND003,DEPT03,Pending
INV100465,CUST0008,PROD002,3,657.89,1973.67,2024-12-17,EMP018,VEND004,DEPT04,Unpaid
INV100466,CUST0081,PROD001,8,839.55,6716.4,2025-01-07,EMP025,VEND003,DEPT05,Pending
INV100467,CUST0045,PROD006,3,87.79,263.37,2025-01-22,EMP025,VEND003,DEPT05,Unpaid
INV100468,CUST0004,PROD005,9,568.28,5114.52,2024-12-31,EMP004,VEND004,DEPT05,Unpaid
INV100469,CUST0021,PROD002,5,823.85,4119.25,2025-03-06,EMP016,VEND002,DEPT01,Paid
INV100470,CUST0098,PROD004,6,1406.05,8436.3,2024-12-19,EMP037,VEND004,DEPT02,Unpaid
INV100471,CUST0023,PROD004,6,1375.27,8251.62,2025-03-30,EMP038,VEND003,DEPT05,Paid
INV100472,CUST0091,PROD006,3,866.51,2599.53,2024-12-26,EMP037,VEND005,DEPT02,Unpaid
INV100473,CUST0064,PROD005,1,180.87,180.87,2024-08-25,EMP012,VEND004,DEPT05,Unpaid
INV100474,CUST0078,PROD004,8,50.99,407.92,2024-10-12,EMP002,VEND005,DEPT05,Unpaid
INV100475,CUST0017,PROD006,6,136.36,818.16,2024-12-02,EMP046,VEND002,DEPT03,Unpaid
INV100476,CUST0076,PROD003,9,1297.97,11681.73,2025-01-27,EMP050,VEND001,DEPT02,Paid
INV100477,CUST0048,PROD007,6,487.56,2925.36,2024-06-05,EMP038,VEND001,DEPT05,Unpaid
INV100478,CUST0021,PROD007,6,302.59,1815.54,2024-08-20,EMP041,VEND004,DEPT05,Overdue
INV100479,CUST0029,PROD003,5,234.66,1173.3,2025-02-01,EMP025,VEND003,DEPT05,Paid
INV100480,CUST0090,PROD007,1,314.02,314.02,2024-07-07,EMP050,VEND005,DEPT02,Overdue
INV100481,CUST0079,PROD004,2,1408.2,2816.4,2024-06-21,EMP041,VEND005,DEPT05,Unpaid
INV100482,CUST0043,PROD002,6,293.44,1760.64,2024-11-17,EMP016,VEND003,DEPT01,Paid
INV100483,CUST0091,PROD006,5,354.04,1770.2,2025-04-24,EMP029,VEND001,DEPT06,Paid
INV100484,CUST0045,PROD005,1,609.61,609.61,2024-11-14,EMP007,VEND001,DEPT01,Pending
INV100485,CUST0022,PROD007,6,841.73,5050.38,2025-04-03,EMP032,VEND004,DEPT05,Paid
INV100486,CUST0062,PROD004,2,1208.83,2417.66,2025-03-03,EMP011,VEND004,DEPT06,Paid
INV100487,CUST0038,PROD001,2,157.59,315.18,2024-08-06,EMP021,VEND003,DEPT01,Unpaid
INV100488,CUST0049,PROD003,9,1415.66,12740.94,2025-03-01,EMP047,VEND001,DEPT03,Paid
INV100489,CUST0044,PROD008,7,1416.54,9915.78,2024-10-27,EMP046,VEND001,DEPT03,Unpaid
INV100490,CUST0078,PROD007,2,530.09,1060.18,2025-02-23,EMP011,VEND001,DEPT06,Unpaid
INV100491,CUST0053,PROD005,5,394.45,1972.25,2025-02-01,EMP043,VEND003,DEPT04,Paid
INV100492,CUST0051,PROD008,6,55.53,333.18,2024-09-04,EMP010,VEND001,DEPT01,Paid
INV100493,CUST0038,PROD008,1,350.08,350.08,2024-06-15,EMP013,VEND001,DEPT03,Overdue
INV100494,CUST0011,PROD008,7,732.87,5130.09,2025-04-21,EMP008,VEND003,DEPT06,Overdue
INV100495,CUST0012,PROD007,7,585.63,4099.41,2024-06-24,EMP012,VEND003,DEPT05,Pending
INV100496,CUST0006,PROD005,5,378.05,1890.25,2025-04-22,EMP029,VEND004,DEPT06,Overdue
INV100497,CUST0073,PROD001,2,1018.8,2037.6,2025-03-14,EMP010,VEND001,DEPT01,Pending
INV100498,CUST0097,PROD004,7,1236.69,8656.83,2025-01-24,EMP036,VEND001,DEPT03,Pending
INV100499,CUST0069,PROD008,8,483.34,3866.72,2025-04-27,EMP037,VEND002,DEPT02,Pending
INV100500,CUST0092,PROD001,9,1210.65,10895.85,2025-04-23,EMP033,VEND005,DEPT05,Unpaid
INV100501,CUST0016,PROD008,4,1222.27,4889.08,2025-02-22,EMP012,VEND002,DEPT05,Unpaid
INV100502,CUST0006,PROD007,4,1496.04,5984.16,2024-09-14,EMP006,VEND004,DEPT05,Unpaid
INV100503,CUST0077,PROD005,2,612.74,1225.48,2025-02-17,EMP021,VEND001,DEPT01,Pending
INV100504,CUST0071,PROD006,8,1379.88,11039.04,2024-05-09,EMP018,VEND005,DEPT04,Paid
